model,condition,pair_id,cell_id,pilot_cell_id,state_role,decl_order,body_order,dep_var,alt_var,useState_form_var,const_form_var,reactive_var,stable_var,role_dep_useState_form,pos_dep_first,decl_dep_first,reactive_body_pos,useState_form_body_pos,prefix,n_tokens,dep_id,alt_id,useState_form_id,const_form_id,close_id,logit_dep,logit_alt,logit_useState_form,logit_const_form,logit_reactive,logit_stable,logit_close,D,LD_stateform,LD_reactive,LD_stateform_direct,LD_stateform_vs_close,LD_constform_vs_close,close_error
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c1,pair_38_c1,dep_reactive,reactive_first,dep_first,key,ref,key,ref,key,ref,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [key, setKey] = useState(0);
  const ref = 0;

  subscribe(() => {
    fetch(`/api?x=${key}&y=${ref}`);
  }, [",66,2478,1811,2478,1811,236842,21.125,18.875,21.125,18.875,21.125,18.875,7.75,2.25,2.25,2.25,2.25,13.375,11.125,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c2,pair_38_c2,dep_reactive,reactive_first,alt_first,key,ref,key,ref,key,ref,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [key, setKey] = useState(0);
  const ref = 0;

  subscribe(() => {
    fetch(`/api?x=${ref}&y=${key}`);
  }, [",66,2478,1811,2478,1811,236842,20.5,19.625,20.5,19.625,20.5,19.625,7.5,0.875,0.875,0.875,0.875,13.0,12.125,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c3,pair_38_c3,dep_reactive,stable_first,dep_first,key,ref,key,ref,key,ref,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const ref = 0;
  const [key, setKey] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${key}&y=${ref}`);
  }, [",66,2478,1811,2478,1811,236842,21.0,19.875,21.0,19.875,21.0,19.875,7.34375,1.125,1.125,1.125,1.125,13.65625,12.53125,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c4,pair_38_c4,dep_reactive,stable_first,alt_first,key,ref,key,ref,key,ref,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const ref = 0;
  const [key, setKey] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${ref}&y=${key}`);
  }, [",66,2478,1811,2478,1811,236842,20.5,20.125,20.5,20.125,20.5,20.125,7.34375,0.375,0.375,0.375,0.375,13.15625,12.78125,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c5,pair_38_c5,alt_reactive,reactive_first,dep_first,key,ref,ref,key,ref,key,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [ref, setRef] = useState(0);
  const key = 0;

  subscribe(() => {
    fetch(`/api?x=${key}&y=${ref}`);
  }, [",66,2478,1811,1811,2478,236842,20.25,20.0,20.0,20.25,20.0,20.25,7.40625,0.25,-0.25,-0.25,-0.25,12.59375,12.84375,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c6,pair_38_c6,alt_reactive,reactive_first,alt_first,key,ref,ref,key,ref,key,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [ref, setRef] = useState(0);
  const key = 0;

  subscribe(() => {
    fetch(`/api?x=${ref}&y=${key}`);
  }, [",66,2478,1811,1811,2478,236842,19.75,20.125,20.125,19.75,20.125,19.75,7.40625,-0.375,0.375,0.375,0.375,12.71875,12.34375,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c7,pair_38_c7,alt_reactive,stable_first,dep_first,key,ref,ref,key,ref,key,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const key = 0;
  const [ref, setRef] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${key}&y=${ref}`);
  }, [",66,2478,1811,1811,2478,236842,20.75,20.0,20.0,20.75,20.0,20.75,7.65625,0.75,-0.75,-0.75,-0.75,12.34375,13.09375,
gemma3-1b-pt,subscribe,pair_38,pair_38_subscribe_c8,pair_38_c8,alt_reactive,stable_first,alt_first,key,ref,ref,key,ref,key,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const key = 0;
  const [ref, setRef] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${ref}&y=${key}`);
  }, [",66,2478,1811,1811,2478,236842,20.125,20.375,20.375,20.125,20.375,20.125,7.34375,-0.25,0.25,0.25,0.25,13.03125,12.78125,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c1,pair_39_c1,dep_reactive,reactive_first,dep_first,id,min,id,min,id,min,True,True,True,first,first,"function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",50,547,1387,547,1387,236842,21.25,19.0,21.25,19.0,21.25,19.0,7.09375,2.25,2.25,2.25,2.25,14.15625,11.90625,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c2,pair_39_c2,dep_reactive,reactive_first,alt_first,id,min,id,min,id,min,True,False,True,second,second,"function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",50,547,1387,547,1387,236842,20.375,20.0,20.375,20.0,20.375,20.0,7.0,0.375,0.375,0.375,0.375,13.375,13.0,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c3,pair_39_c3,dep_reactive,stable_first,dep_first,id,min,id,min,id,min,True,True,False,first,first,"function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",50,547,1387,547,1387,236842,21.375,18.875,21.375,18.875,21.375,18.875,6.9375,2.5,2.5,2.5,2.5,14.4375,11.9375,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c4,pair_39_c4,dep_reactive,stable_first,alt_first,id,min,id,min,id,min,True,False,False,second,second,"function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",50,547,1387,547,1387,236842,20.375,20.0,20.375,20.0,20.375,20.0,6.84375,0.375,0.375,0.375,0.375,13.53125,13.15625,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c5,pair_39_c5,alt_reactive,reactive_first,dep_first,id,min,min,id,min,id,False,True,False,second,second,"function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",51,547,1387,1387,547,236842,21.0,20.125,20.125,21.0,20.125,21.0,7.34375,0.875,-0.875,-0.875,-0.875,12.78125,13.65625,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c6,pair_39_c6,alt_reactive,reactive_first,alt_first,id,min,min,id,min,id,False,False,False,first,first,"function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",51,547,1387,1387,547,236842,19.875,21.375,21.375,19.875,21.375,19.875,7.34375,-1.5,1.5,1.5,1.5,14.03125,12.53125,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c7,pair_39_c7,alt_reactive,stable_first,dep_first,id,min,min,id,min,id,False,True,True,second,second,"function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",51,547,1387,1387,547,236842,21.25,20.0,20.0,21.25,20.0,21.25,7.4375,1.25,-1.25,-1.25,-1.25,12.5625,13.8125,
gemma3-1b-pt,useEffect,pair_39,pair_39_useEffect_c8,pair_39_c8,alt_reactive,stable_first,alt_first,id,min,min,id,min,id,False,False,True,first,first,"function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",51,547,1387,1387,547,236842,20.125,21.125,21.125,20.125,21.125,20.125,7.3125,-1.0,1.0,1.0,1.0,13.8125,12.8125,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c1,pair_39_c1,dep_reactive,reactive_first,dep_first,id,min,id,min,id,min,True,True,True,first,first,"function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",52,547,1387,547,1387,236842,20.625,19.375,20.625,19.375,20.625,19.375,6.78125,1.25,1.25,1.25,1.25,13.84375,12.59375,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c2,pair_39_c2,dep_reactive,reactive_first,alt_first,id,min,id,min,id,min,True,False,True,second,second,"function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",52,547,1387,547,1387,236842,19.75,20.375,19.75,20.375,19.75,20.375,6.6875,-0.625,-0.625,-0.625,-0.625,13.0625,13.6875,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c3,pair_39_c3,dep_reactive,stable_first,dep_first,id,min,id,min,id,min,True,True,False,first,first,"function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",52,547,1387,547,1387,236842,20.5,19.5,20.5,19.5,20.5,19.5,6.8125,1.0,1.0,1.0,1.0,13.6875,12.6875,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c4,pair_39_c4,dep_reactive,stable_first,alt_first,id,min,id,min,id,min,True,False,False,second,second,"function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",52,547,1387,547,1387,236842,19.375,20.125,19.375,20.125,19.375,20.125,6.78125,-0.75,-0.75,-0.75,-0.75,12.59375,13.34375,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c5,pair_39_c5,alt_reactive,reactive_first,dep_first,id,min,min,id,min,id,False,True,False,second,second,"function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",53,547,1387,1387,547,236842,20.375,20.125,20.125,20.375,20.125,20.375,7.1875,0.25,-0.25,-0.25,-0.25,12.9375,13.1875,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c6,pair_39_c6,alt_reactive,reactive_first,alt_first,id,min,min,id,min,id,False,False,False,first,first,"function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",53,547,1387,1387,547,236842,18.875,21.25,21.25,18.875,21.25,18.875,7.09375,-2.375,2.375,2.375,2.375,14.15625,11.78125,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c7,pair_39_c7,alt_reactive,stable_first,dep_first,id,min,min,id,min,id,False,True,True,second,second,"function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",53,547,1387,1387,547,236842,20.875,20.25,20.25,20.875,20.25,20.875,7.3125,0.625,-0.625,-0.625,-0.625,12.9375,13.5625,
gemma3-1b-pt,useLayoutEffect,pair_39,pair_39_useLayoutEffect_c8,pair_39_c8,alt_reactive,stable_first,alt_first,id,min,min,id,min,id,False,False,True,first,first,"function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",53,547,1387,1387,547,236842,19.5,21.25,21.25,19.5,21.25,19.5,7.0625,-1.75,1.75,1.75,1.75,14.1875,12.4375,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c1,pair_39_c1,dep_reactive,reactive_first,dep_first,id,min,id,min,id,min,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",58,547,1387,547,1387,236842,20.0,18.875,20.0,18.875,20.0,18.875,6.84375,1.125,1.125,1.125,1.125,13.15625,12.03125,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c2,pair_39_c2,dep_reactive,reactive_first,alt_first,id,min,id,min,id,min,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",58,547,1387,547,1387,236842,19.375,19.5,19.375,19.5,19.375,19.5,7.0,-0.125,-0.125,-0.125,-0.125,12.375,12.5,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c3,pair_39_c3,dep_reactive,stable_first,dep_first,id,min,id,min,id,min,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",58,547,1387,547,1387,236842,19.875,18.5,19.875,18.5,19.875,18.5,7.03125,1.375,1.375,1.375,1.375,12.84375,11.46875,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c4,pair_39_c4,dep_reactive,stable_first,alt_first,id,min,id,min,id,min,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",58,547,1387,547,1387,236842,19.375,19.375,19.375,19.375,19.375,19.375,7.09375,0.0,0.0,0.0,0.0,12.28125,12.28125,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c5,pair_39_c5,alt_reactive,reactive_first,dep_first,id,min,min,id,min,id,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",59,547,1387,1387,547,236842,19.75,19.875,19.875,19.75,19.875,19.75,7.15625,-0.125,0.125,0.125,0.125,12.71875,12.59375,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c6,pair_39_c6,alt_reactive,reactive_first,alt_first,id,min,min,id,min,id,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",59,547,1387,1387,547,236842,18.75,20.375,20.375,18.75,20.375,18.75,7.25,-1.625,1.625,1.625,1.625,13.125,11.5,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c7,pair_39_c7,alt_reactive,stable_first,dep_first,id,min,min,id,min,id,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",59,547,1387,1387,547,236842,20.0,19.875,19.875,20.0,19.875,20.0,7.40625,0.125,-0.125,-0.125,-0.125,12.46875,12.59375,
gemma3-1b-pt,alias,pair_39,pair_39_alias_c8,pair_39_c8,alt_reactive,stable_first,alt_first,id,min,min,id,min,id,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",59,547,1387,1387,547,236842,19.0,20.5,20.5,19.0,20.5,19.0,7.4375,-1.5,1.5,1.5,1.5,13.0625,11.5625,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c1,pair_39_c1,dep_reactive,reactive_first,dep_first,id,min,id,min,id,min,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",73,547,1387,547,1387,236842,19.875,18.75,19.875,18.75,19.875,18.75,6.34375,1.125,1.125,1.125,1.125,13.53125,12.40625,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c2,pair_39_c2,dep_reactive,reactive_first,alt_first,id,min,id,min,id,min,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",73,547,1387,547,1387,236842,19.25,19.0,19.25,19.0,19.25,19.0,6.5625,0.25,0.25,0.25,0.25,12.6875,12.4375,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c3,pair_39_c3,dep_reactive,stable_first,dep_first,id,min,id,min,id,min,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",73,547,1387,547,1387,236842,19.5,18.5,19.5,18.5,19.5,18.5,6.3125,1.0,1.0,1.0,1.0,13.1875,12.1875,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c4,pair_39_c4,dep_reactive,stable_first,alt_first,id,min,id,min,id,min,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",73,547,1387,547,1387,236842,19.0,19.125,19.0,19.125,19.0,19.125,6.65625,-0.125,-0.125,-0.125,-0.125,12.34375,12.46875,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c5,pair_39_c5,alt_reactive,reactive_first,dep_first,id,min,min,id,min,id,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",74,547,1387,1387,547,236842,18.625,19.625,19.625,18.625,19.625,18.625,6.375,-1.0,1.0,1.0,1.0,13.25,12.25,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c6,pair_39_c6,alt_reactive,reactive_first,alt_first,id,min,min,id,min,id,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",74,547,1387,1387,547,236842,18.0,20.0,20.0,18.0,20.0,18.0,6.5,-2.0,2.0,2.0,2.0,13.5,11.5,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c7,pair_39_c7,alt_reactive,stable_first,dep_first,id,min,min,id,min,id,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",74,547,1387,1387,547,236842,19.125,19.875,19.875,19.125,19.875,19.125,6.3125,-0.75,0.75,0.75,0.75,13.5625,12.8125,
gemma3-1b-pt,alias_ctrl,pair_39,pair_39_alias_ctrl_c8,pair_39_c8,alt_reactive,stable_first,alt_first,id,min,min,id,min,id,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",74,547,1387,1387,547,236842,18.375,20.125,20.125,18.375,20.125,18.375,6.4375,-1.75,1.75,1.75,1.75,13.6875,11.9375,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c1,pair_39_c1,dep_reactive,reactive_first,dep_first,id,min,id,min,id,min,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  subscribe(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",65,547,1387,547,1387,236842,20.25,19.125,20.25,19.125,20.25,19.125,6.53125,1.125,1.125,1.125,1.125,13.71875,12.59375,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c2,pair_39_c2,dep_reactive,reactive_first,alt_first,id,min,id,min,id,min,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [id, setId] = useState(0);
  const min = 0;

  subscribe(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",65,547,1387,547,1387,236842,19.75,19.5,19.75,19.5,19.75,19.5,6.8125,0.25,0.25,0.25,0.25,12.9375,12.6875,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c3,pair_39_c3,dep_reactive,stable_first,dep_first,id,min,id,min,id,min,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",65,547,1387,547,1387,236842,19.875,18.875,19.875,18.875,19.875,18.875,6.34375,1.0,1.0,1.0,1.0,13.53125,12.53125,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c4,pair_39_c4,dep_reactive,stable_first,alt_first,id,min,id,min,id,min,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const min = 0;
  const [id, setId] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",65,547,1387,547,1387,236842,19.5,19.125,19.5,19.125,19.5,19.125,6.59375,0.375,0.375,0.375,0.375,12.90625,12.53125,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c5,pair_39_c5,alt_reactive,reactive_first,dep_first,id,min,min,id,min,id,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  subscribe(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",66,547,1387,1387,547,236842,19.0,20.125,20.125,19.0,20.125,19.0,6.65625,-1.125,1.125,1.125,1.125,13.46875,12.34375,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c6,pair_39_c6,alt_reactive,reactive_first,alt_first,id,min,min,id,min,id,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [min, setMin] = useState(0);
  const id = 0;

  subscribe(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",66,547,1387,1387,547,236842,18.125,20.375,20.375,18.125,20.375,18.125,6.75,-2.25,2.25,2.25,2.25,13.625,11.375,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c7,pair_39_c7,alt_reactive,stable_first,dep_first,id,min,min,id,min,id,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${id}&y=${min}`);
  }, [",66,547,1387,1387,547,236842,19.125,20.5,20.5,19.125,20.5,19.125,6.4375,-1.375,1.375,1.375,1.375,14.0625,12.6875,
gemma3-1b-pt,subscribe,pair_39,pair_39_subscribe_c8,pair_39_c8,alt_reactive,stable_first,alt_first,id,min,min,id,min,id,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const id = 0;
  const [min, setMin] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${min}&y=${id}`);
  }, [",66,547,1387,1387,547,236842,18.75,20.5,20.5,18.75,20.5,18.75,6.59375,-1.75,1.75,1.75,1.75,13.90625,12.15625,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c1,pair_40_c1,dep_reactive,reactive_first,dep_first,name,cap,name,cap,name,cap,True,True,True,first,first,"function Component() {
  const [name, setName] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${name}&y=${cap}`);
  }, [",50,1201,5565,1201,5565,236842,20.875,19.5,20.875,19.5,20.875,19.5,7.375,1.375,1.375,1.375,1.375,13.5,12.125,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c2,pair_40_c2,dep_reactive,reactive_first,alt_first,name,cap,name,cap,name,cap,True,False,True,second,second,"function Component() {
  const [name, setName] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${name}`);
  }, [",50,1201,5565,1201,5565,236842,20.25,20.25,20.25,20.25,20.25,20.25,7.25,0.0,0.0,0.0,0.0,13.0,13.0,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c3,pair_40_c3,dep_reactive,stable_first,dep_first,name,cap,name,cap,name,cap,True,True,False,first,first,"function Component() {
  const cap = 0;
  const [name, setName] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${name}&y=${cap}`);
  }, [",50,1201,5565,1201,5565,236842,21.125,20.125,21.125,20.125,21.125,20.125,7.375,1.0,1.0,1.0,1.0,13.75,12.75,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c4,pair_40_c4,dep_reactive,stable_first,alt_first,name,cap,name,cap,name,cap,True,False,False,second,second,"function Component() {
  const cap = 0;
  const [name, setName] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${name}`);
  }, [",50,1201,5565,1201,5565,236842,20.125,20.375,20.125,20.375,20.125,20.375,7.09375,-0.25,-0.25,-0.25,-0.25,13.03125,13.28125,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c5,pair_40_c5,alt_reactive,reactive_first,dep_first,name,cap,cap,name,cap,name,False,True,False,second,second,"function Component() {
  const [cap, setCap] = useState(0);
  const name = 0;

  useEffect(() => {
    fetch(`/api?x=${name}&y=${cap}`);
  }, [",51,1201,5565,5565,1201,236842,21.0,19.875,19.875,21.0,19.875,21.0,7.75,1.125,-1.125,-1.125,-1.125,12.125,13.25,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c6,pair_40_c6,alt_reactive,reactive_first,alt_first,name,cap,cap,name,cap,name,False,False,False,first,first,"function Component() {
  const [cap, setCap] = useState(0);
  const name = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${name}`);
  }, [",51,1201,5565,5565,1201,236842,19.25,20.875,20.875,19.25,20.875,19.25,7.375,-1.625,1.625,1.625,1.625,13.5,11.875,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c7,pair_40_c7,alt_reactive,stable_first,dep_first,name,cap,cap,name,cap,name,False,True,True,second,second,"function Component() {
  const name = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${name}&y=${cap}`);
  }, [",51,1201,5565,5565,1201,236842,21.125,19.375,19.375,21.125,19.375,21.125,8.1875,1.75,-1.75,-1.75,-1.75,11.1875,12.9375,
gemma3-1b-pt,useEffect,pair_40,pair_40_useEffect_c8,pair_40_c8,alt_reactive,stable_first,alt_first,name,cap,cap,name,cap,name,False,False,True,first,first,"function Component() {
  const name = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${name}`);
  }, [",51,1201,5565,5565,1201,236842,20.25,20.625,20.625,20.25,20.625,20.25,7.625,-0.375,0.375,0.375,0.375,13.0,12.625,
gemma3-1b-pt,useLayoutEffect,pair_40,pair_40_useLayoutEffect_c1,pair_40_c1,dep_reactive,reactive_first,dep_first,name,cap,name,cap,name,cap,True,True,True,first,first,"function Component() {
  const [name, setName] = useState(0);
  const cap = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${name}&y=${cap}`);
  }, [",52,1201,5565,1201,5565,236842,20.625,19.0,20.625,19.0,20.625,19.0,7.125,1.625,1.625,1.625,1.625,13.5,11.875,
